ENCERRAMENTO;UF;MUNICIPIO;QTE;ATIVIDADE
07/08/2021;SC;FLORIANOPOLIS;1;REMANEJAMENTO - BL E VOIP
07/08/2021;TO;PALMAS;2;REMANEJAMENTO - BL E VOIP
07/09/2021;AC;RIO BRANCO;1;REMANEJAMENTO - BL E VOIP
07/09/2021;CE;FORTALEZA;5;REMANEJAMENTO - BL E VOIP
07/09/2021;GO;ANAPOLIS;1;REMANEJAMENTO - BL E VOIP
07/09/2021;GO;APARECIDA DE GOIANIA;1;REMANEJAMENTO - BL E VOIP
07/09/2021;GO;GOIANIA;2;REMANEJAMENTO - BL E VOIP
07/09/2021;MG;UBA;1;REMANEJAMENTO - BL
07/09/2021;PB;JOAO PESSOA;1;REMANEJAMENTO - BL E VOIP E IPTV
07/09/2021;PR;CASCAVEL;1;REMANEJAMENTO - BL E VOIP
07/09/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - BL E VOIP E IPTV
07/09/2021;RJ;SAO JOAO DE MERITI;2;REMANEJAMENTO - BL
07/09/2021;RN;NATAL;1;REMANEJAMENTO - BL
07/09/2021;RO;VILHENA;1;REMANEJAMENTO - BL E VOIP
07/09/2021;SE;ARACAJU;1;REMANEJAMENTO - BL E VOIP
07/10/2021;AP;MACAPA;1;REMANEJAMENTO - BL
07/10/2021;DF;BRASILIA;15;REMANEJAMENTO - BL E VOIP
07/10/2021;DF;BRASILIA;1;REMANEJAMENTO - VOIP
07/10/2021;ES;VITORIA;3;REMANEJAMENTO - BL E VOIP
07/10/2021;GO;GOIANIA;4;REMANEJAMENTO - BL
07/10/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - BL
07/10/2021;MG;SAO LOURENCO;1;REMANEJAMENTO - BL E VOIP
07/10/2021;PA;BELEM;6;REMANEJAMENTO - BL E VOIP
07/10/2021;PI;TERESINA;2;REMANEJAMENTO - BL
07/10/2021;PR;PINHAIS;1;REMANEJAMENTO - BL E VOIP E IPTV
07/10/2021;PR;PONTA GROSSA;2;REMANEJAMENTO - BL
07/10/2021;PR;SAO JOSE DOS PINHAIS;2;REMANEJAMENTO - BL
07/10/2021;RJ;BELFORD ROXO;2;REMANEJAMENTO - BL
07/10/2021;RJ;MESQUITA;1;REMANEJAMENTO - BL E VOIP
07/10/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - IPTV
07/10/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - VOIP
07/10/2021;RJ;SAO GONCALO;2;REMANEJAMENTO - BL E VOIP
07/10/2021;RO;PORTO VELHO;1;REMANEJAMENTO - BL
07/10/2021;RR;BOA VISTA;5;REMANEJAMENTO - BL E VOIP
07/10/2021;RS;NOVO HAMBURGO;1;REMANEJAMENTO - BL E VOIP
07/10/2021;SC;BLUMENAU;1;REMANEJAMENTO - BL
07/10/2021;SC;JOINVILLE;1;REMANEJAMENTO - VOIP
07/10/2021;SC;RIO DO SUL;1;REMANEJAMENTO - BL
07/11/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - BL
07/12/2021;DF;BRASILIA;3;REMANEJAMENTO - BL E VOIP
07/12/2021;ES;NOVA VENECIA;1;REMANEJAMENTO - BL E VOIP
07/12/2021;GO;GOIANIA;6;REMANEJAMENTO - BL
07/12/2021;GO;MORRINHOS;1;REMANEJAMENTO - BL E VOIP
07/12/2021;PR;CURITIBA;5;REMANEJAMENTO - BL
07/12/2021;PR;PONTA GROSSA;1;REMANEJAMENTO - BL
07/12/2021;RJ;DUQUE DE CAXIAS;1;REMANEJAMENTO - BL E VOIP
07/12/2021;RJ;DUQUE DE CAXIAS;1;REMANEJAMENTO - VOIP
07/12/2021;RJ;TERESOPOLIS;1;REMANEJAMENTO - BL E VOIP
07/12/2021;RO;PORTO VELHO;3;REMANEJAMENTO - BL
07/12/2021;RS;NOVO HAMBURGO;1;REMANEJAMENTO - BL E VOIP
07/12/2021;RS;SANTA MARIA;1;REMANEJAMENTO - BL
07/12/2021;RS;SAO LEOPOLDO;1;REMANEJAMENTO - BL
07/12/2021;SC;BLUMENAU;4;REMANEJAMENTO - BL
07/12/2021;SC;CHAPECO;1;REMANEJAMENTO - BL E VOIP
07/12/2021;SC;JOINVILLE;1;REMANEJAMENTO - VOIP
08/01/2021;AM;MANAUS;8;REMANEJAMENTO - BL E VOIP
08/01/2021;GO;APARECIDA DE GOIANIA;4;REMANEJAMENTO - BL
08/01/2021;MG;BELO HORIZONTE;7;REMANEJAMENTO - BL E VOIP
08/01/2021;MG;DIVINOPOLIS;9;REMANEJAMENTO - BL E VOIP
08/01/2021;MG;DIVINOPOLIS;1;REMANEJAMENTO - VOIP
08/01/2021;MG;MONTES CLAROS;5;REMANEJAMENTO - BL E VOIP
08/01/2021;MG;POCOS DE CALDAS;1;REMANEJAMENTO - BL E VOIP
08/01/2021;MS;DOURADOS;2;REMANEJAMENTO - BL E VOIP
08/01/2021;MT;SINOP;1;REMANEJAMENTO - BL
08/01/2021;PR;COLOMBO;2;REMANEJAMENTO - BL E VOIP
08/01/2021;PR;COLOMBO;1;REMANEJAMENTO - VOIP
08/01/2021;RJ;ANGRA DOS REIS;2;REMANEJAMENTO - BL E VOIP
08/01/2021;RJ;NITEROI;2;REMANEJAMENTO - BL E VOIP
08/01/2021;RJ;NITEROI;1;REMANEJAMENTO - VOIP
08/01/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - BL E IPTV
08/01/2021;RJ;VOLTA REDONDA;1;REMANEJAMENTO - VOIP
08/01/2021;RR;BOA VISTA;2;REMANEJAMENTO - BL E VOIP
08/01/2021;RS;ALVORADA;1;REMANEJAMENTO - BL
08/01/2021;RS;CAXIAS DO SUL;2;REMANEJAMENTO - BL E VOIP
19/01/2021;RJ;PETROPOLIS;5;REMANEJAMENTO - BL E VOIP
19/01/2021;RJ;SAO JOAO DE MERITI;2;REMANEJAMENTO - VOIP
19/01/2021;RR;BOA VISTA;1;REMANEJAMENTO - BL E VOIP
19/01/2021;RS;CANOAS;1;REMANEJAMENTO - VOIP
19/01/2021;SC;JOINVILLE;1;REMANEJAMENTO - BL E VOIP
19/01/2022;BA;FEIRA DE SANTANA;1;REMANEJAMENTO - BL E VOIP
19/01/2022;BA;JUAZEIRO;1;REMANEJAMENTO - BL E VOIP
19/01/2022;BA;SALVADOR;3;REMANEJAMENTO - BL
19/01/2022;ES;CACHOEIRO DE ITAPEMIRIM;1;REMANEJAMENTO - BL E VOIP
19/01/2022;ES;VITORIA;2;REMANEJAMENTO - BL
19/01/2022;MA;SAO LUIS;2;REMANEJAMENTO - BL
19/01/2022;MG;BELO HORIZONTE;10;REMANEJAMENTO - BL E VOIP
19/01/2022;MG;GOVERNADOR VALADARES;1;REMANEJAMENTO - BL E VOIP
19/01/2022;MG;PATROCINIO;1;REMANEJAMENTO - BL E VOIP
19/01/2022;MG;SETE LAGOAS;4;REMANEJAMENTO - BL E VOIP
19/01/2022;PI;TERESINA;1;REMANEJAMENTO - VOIP
19/01/2022;PR;ALMIRANTE TAMANDARE;1;REMANEJAMENTO - BL
19/01/2022;PR;COLOMBO;4;REMANEJAMENTO - BL E VOIP
19/01/2022;PR;PINHAIS;1;REMANEJAMENTO - BL
19/01/2022;RJ;CABO FRIO;4;REMANEJAMENTO - BL
19/01/2022;RJ;VOLTA REDONDA;3;REMANEJAMENTO - BL E VOIP
19/01/2022;RS;CANOAS;1;REMANEJAMENTO - BL E VOIP
19/01/2022;RS;PASSO FUNDO;1;REMANEJAMENTO - BL
19/01/2022;RS;PELOTAS;1;REMANEJAMENTO - BL E VOIP
19/01/2022;SC;JOINVILLE;1;REMANEJAMENTO - BL
19/01/2022;TO;PALMAS;1;REMANEJAMENTO - BL
19/02/2021;BA;EUNAPOLIS;2;REMANEJAMENTO - BL
19/02/2021;BA;SALVADOR;1;REMANEJAMENTO - VOIP
19/02/2021;DF;BRASILIA;1;REMANEJAMENTO - VOIP
19/02/2021;ES;SERRA;3;REMANEJAMENTO - BL E VOIP
19/02/2021;GO;GOIANIA;3;REMANEJAMENTO - BL
19/02/2021;MT;RONDONOPOLIS;1;REMANEJAMENTO - BL E VOIP
19/02/2021;PE;CARUARU;1;REMANEJAMENTO - BL E VOIP
19/02/2021;PR;CURITIBA;6;REMANEJAMENTO - BL E VOIP
19/02/2021;PR;PONTA GROSSA;1;REMANEJAMENTO - BL E VOIP
19/02/2021;RJ;ARMACAO DOS BUZIOS;1;REMANEJAMENTO - BL
19/02/2021;RJ;NILOPOLIS;6;REMANEJAMENTO - BL E VOIP
19/02/2021;RJ;QUEIMADOS;3;REMANEJAMENTO - BL E VOIP
19/02/2021;RJ;RIO DE JANEIRO;2;REMANEJAMENTO - BL E VOIP E IPTV
19/02/2021;RO;PORTO VELHO;3;REMANEJAMENTO - BL E VOIP
19/02/2021;RS;ALVORADA;1;REMANEJAMENTO - BL E VOIP E IPTV
19/02/2021;RS;VIAMAO;3;REMANEJAMENTO - BL
19/02/2021;SC;ITAJAI;2;REMANEJAMENTO - BL
19/03/2021;ES;VITORIA;1;REMANEJAMENTO - VOIP
19/03/2021;MA;SAO LUIS;2;REMANEJAMENTO - BL
19/03/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - BL
19/03/2021;MG;POUSO ALEGRE;1;REMANEJAMENTO - BL E VOIP E IPTV
19/03/2021;MS;CAMPO GRANDE;2;REMANEJAMENTO - BL
19/03/2021;PA;BELEM;6;REMANEJAMENTO - BL E VOIP
19/03/2021;PE;OLINDA;3;REMANEJAMENTO - BL E VOIP
19/03/2021;PI;TERESINA;1;REMANEJAMENTO - BL
19/03/2021;PR;CASCAVEL;2;REMANEJAMENTO - BL E VOIP
19/03/2021;PR;FOZ DO IGUACU;1;REMANEJAMENTO - BL E VOIP
19/03/2021;RJ;BELFORD ROXO;1;REMANEJAMENTO - BL
19/03/2021;RJ;NILOPOLIS;4;REMANEJAMENTO - BL E VOIP
19/03/2021;RJ;RIO DE JANEIRO;6;REMANEJAMENTO - VOIP
19/03/2021;RS;ALVORADA;1;REMANEJAMENTO - VOIP E IPTV
19/03/2021;RS;NOVO HAMBURGO;1;REMANEJAMENTO - BL E VOIP
19/03/2021;RS;SANTA CRUZ DO SUL;1;REMANEJAMENTO - BL E VOIP
19/03/2021;RS;SAO LEOPOLDO;2;REMANEJAMENTO - BL
19/03/2021;SC;FLORIANOPOLIS;1;REMANEJAMENTO - BL
19/04/2021;BA;SALVADOR;7;REMANEJAMENTO - BL
19/04/2021;ES;VILA VELHA;1;REMANEJAMENTO - BL
19/04/2021;GO;APARECIDA DE GOIANIA;1;REMANEJAMENTO - VOIP
19/04/2021;MA;SAO LUIS;5;REMANEJAMENTO - BL
19/04/2021;MS;CAMPO GRANDE;2;REMANEJAMENTO - BL
19/04/2021;PA;BELEM;9;REMANEJAMENTO - BL E VOIP
19/04/2021;PE;OLINDA;2;REMANEJAMENTO - BL E VOIP
19/04/2021;PI;TERESINA;4;REMANEJAMENTO - BL
19/04/2021;PR;ALMIRANTE TAMANDARE;2;REMANEJAMENTO - BL
19/04/2021;PR;CASCAVEL;3;REMANEJAMENTO - BL E VOIP
19/04/2021;PR;COLOMBO;1;REMANEJAMENTO - IPTV
19/04/2021;PR;CURITIBA;1;REMANEJAMENTO - BL E VOIP E IPTV
19/04/2021;PR;FOZ DO IGUACU;1;REMANEJAMENTO - BL E VOIP
19/04/2021;PR;SAO JOSE DOS PINHAIS;3;REMANEJAMENTO - BL
19/04/2021;RJ;ITAGUAI;2;REMANEJAMENTO - BL E VOIP
19/04/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - VOIP
19/04/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - VOIP E IPTV
19/04/2021;RJ;SAO GONCALO;1;REMANEJAMENTO - VOIP
19/04/2021;RO;VILHENA;3;REMANEJAMENTO - VOIP
19/04/2021;RS;CANOAS;5;REMANEJAMENTO - BL E VOIP
19/04/2021;RS;PORTO ALEGRE;1;REMANEJAMENTO - IPTV
19/04/2021;RS;SAO LEOPOLDO;1;REMANEJAMENTO - BL
19/04/2021;SE;ARACAJU;1;REMANEJAMENTO - VOIP
19/04/2021;TO;PALMAS;1;REMANEJAMENTO - BL
19/05/2021;AC;RIO BRANCO;1;REMANEJAMENTO - BL
19/05/2021;AM;MANAUS;1;REMANEJAMENTO - BL
19/05/2021;AP;MACAPA;1;REMANEJAMENTO - BL E VOIP
19/05/2021;BA;EUNAPOLIS;1;REMANEJAMENTO - BL E VOIP
19/05/2021;CE;FORTALEZA;1;REMANEJAMENTO - IPTV
19/05/2021;MG;BELO HORIZONTE;7;REMANEJAMENTO - BL
19/05/2021;MG;CONTAGEM;2;REMANEJAMENTO - BL E VOIP
19/05/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - BL E VOIP
19/05/2021;MG;SETE LAGOAS;1;REMANEJAMENTO - BL
19/05/2021;MT;CUIABA;1;REMANEJAMENTO - BL E VOIP
19/05/2021;PI;TERESINA;2;REMANEJAMENTO - BL E VOIP
19/05/2021;PR;CASCAVEL;1;REMANEJAMENTO - BL E VOIP E IPTV
18/01/2022;RS;SANTA MARIA;1;REMANEJAMENTO - BL E VOIP E IPTV
18/01/2022;SC;BLUMENAU;1;REMANEJAMENTO - BL E VOIP
18/01/2022;TO;PALMAS;2;REMANEJAMENTO - BL E VOIP
18/02/2021;AM;MANAUS;1;REMANEJAMENTO - BL
18/02/2021;CE;FORTALEZA;4;REMANEJAMENTO - BL E VOIP
18/02/2021;DF;BRASILIA;3;REMANEJAMENTO - BL E VOIP
18/02/2021;ES;SERRA;1;REMANEJAMENTO - BL
18/02/2021;MS;DOURADOS;3;REMANEJAMENTO - BL E VOIP
18/02/2021;MT;RONDONOPOLIS;1;REMANEJAMENTO - BL
18/02/2021;RJ;BARRA MANSA;1;REMANEJAMENTO - BL E VOIP
18/02/2021;RJ;ITAGUAI;2;REMANEJAMENTO - BL
18/02/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - VOIP
18/02/2021;RJ;QUEIMADOS;1;REMANEJAMENTO - BL
18/02/2021;RJ;RIO DE JANEIRO;11;REMANEJAMENTO - BL
18/02/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - VOIP
18/02/2021;RJ;SAO GONCALO;3;REMANEJAMENTO - BL E VOIP
18/02/2021;RO;PORTO VELHO;2;REMANEJAMENTO - BL
18/02/2021;RS;CAXIAS DO SUL;1;REMANEJAMENTO - BL E VOIP E IPTV
18/02/2021;RS;NOVO HAMBURGO;3;REMANEJAMENTO - BL E VOIP
18/02/2021;RS;SANTA MARIA;4;REMANEJAMENTO - BL E VOIP
18/02/2021;SC;RIO DO SUL;1;REMANEJAMENTO - BL
18/02/2021;TO;PALMAS;1;REMANEJAMENTO - BL E VOIP
18/03/2021;AM;MANAUS;1;REMANEJAMENTO - BL
18/03/2021;BA;ITABUNA;1;REMANEJAMENTO - BL E VOIP
18/03/2021;CE;FORTALEZA;12;REMANEJAMENTO - BL E VOIP
18/03/2021;DF;BRASILIA;1;REMANEJAMENTO - BL E VOIP E IPTV
18/03/2021;ES;SERRA;1;REMANEJAMENTO - BL
18/03/2021;MG;BELO HORIZONTE;6;REMANEJAMENTO - BL
18/03/2021;MG;CONTAGEM;3;REMANEJAMENTO - BL E VOIP
18/03/2021;MS;CAMPO GRANDE;5;REMANEJAMENTO - BL E VOIP
18/03/2021;MS;DOURADOS;3;REMANEJAMENTO - BL E VOIP
18/03/2021;MT;CUIABA;1;REMANEJAMENTO - BL E VOIP
18/03/2021;PE;OLINDA;9;REMANEJAMENTO - BL E VOIP
18/03/2021;PI;TERESINA;6;REMANEJAMENTO - BL E VOIP
18/03/2021;PR;COLOMBO;1;REMANEJAMENTO - BL
18/03/2021;RJ;ANGRA DOS REIS;1;REMANEJAMENTO - VOIP
18/03/2021;RJ;BELFORD ROXO;5;REMANEJAMENTO - BL E VOIP
18/03/2021;RJ;NILOPOLIS;1;REMANEJAMENTO - BL E VOIP E IPTV
18/03/2021;RJ;NOVA IGUACU;1;REMANEJAMENTO - VOIP
18/03/2021;RJ;RIO DE JANEIRO;5;REMANEJAMENTO - BL
18/03/2021;RJ;RIO DE JANEIRO;3;REMANEJAMENTO - VOIP
18/03/2021;RJ;SAO GONCALO;1;REMANEJAMENTO - BL E VOIP
18/03/2021;RN;NATAL;1;REMANEJAMENTO - BL E VOIP
18/03/2021;RO;VILHENA;1;REMANEJAMENTO - BL E VOIP
18/03/2021;RS;NOVO HAMBURGO;2;REMANEJAMENTO - BL E VOIP
18/03/2021;RS;PORTO ALEGRE;1;REMANEJAMENTO - VOIP
18/03/2021;RS;SANTA CRUZ DO SUL;1;REMANEJAMENTO - BL E VOIP
18/03/2021;RS;SANTA MARIA;2;REMANEJAMENTO - BL E VOIP
18/03/2021;RS;SAO LOURENCO DO SUL;1;REMANEJAMENTO - BL E VOIP
18/03/2021;RS;VIAMAO;3;REMANEJAMENTO - BL E VOIP
18/03/2021;SC;BLUMENAU;8;REMANEJAMENTO - BL E VOIP
18/05/2021;AM;MANAUS;1;REMANEJAMENTO - VOIP
18/05/2021;BA;SALVADOR;1;REMANEJAMENTO - BL E VOIP E IPTV
18/05/2021;ES;SERRA;1;REMANEJAMENTO - VOIP
18/05/2021;GO;APARECIDA DE GOIANIA;3;REMANEJAMENTO - BL E VOIP
18/05/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - VOIP
18/05/2021;MG;JUIZ DE FORA;3;REMANEJAMENTO - BL E VOIP
18/05/2021;PA;BELEM;4;REMANEJAMENTO - BL
18/05/2021;PR;COLOMBO;1;REMANEJAMENTO - VOIP
18/05/2021;PR;MARINGA;1;REMANEJAMENTO - BL
18/05/2021;PR;PINHAIS;4;REMANEJAMENTO - BL E VOIP
18/05/2021;PR;SAO JOSE DOS PINHAIS;6;REMANEJAMENTO - BL E VOIP
18/05/2021;RJ;ARMACAO DOS BUZIOS;3;REMANEJAMENTO - BL E VOIP
18/05/2021;RJ;CABO FRIO;3;REMANEJAMENTO - BL E VOIP
18/05/2021;RJ;CAMPOS DOS GOYTACAZES;3;REMANEJAMENTO - BL E VOIP
18/05/2021;RJ;NITEROI;3;REMANEJAMENTO - BL
18/05/2021;RJ;NOVA IGUACU;3;REMANEJAMENTO - BL E VOIP
18/05/2021;RJ;RIO DE JANEIRO;16;REMANEJAMENTO - BL E VOIP
18/05/2021;RJ;SAO JOAO DE MERITI;2;REMANEJAMENTO - BL
18/05/2021;RO;JI-PARANA;1;REMANEJAMENTO - BL E VOIP
18/05/2021;RR;BOA VISTA;3;REMANEJAMENTO - BL E VOIP
18/05/2021;RS;CAXIAS DO SUL;1;REMANEJAMENTO - BL
18/05/2021;SC;FLORIANOPOLIS;1;REMANEJAMENTO - BL E VOIP
18/05/2021;SE;ARACAJU;1;REMANEJAMENTO - BL E VOIP
18/06/2021;AP;MACAPA;3;REMANEJAMENTO - BL E VOIP
18/06/2021;BA;EUNAPOLIS;1;REMANEJAMENTO - BL E VOIP
18/06/2021;BA;SALVADOR;1;REMANEJAMENTO - BL E VOIP E IPTV
18/06/2021;MG;CONTAGEM;3;REMANEJAMENTO - BL E VOIP
18/06/2021;MG;JUIZ DE FORA;3;REMANEJAMENTO - BL E VOIP
18/06/2021;MS;CAMPO GRANDE;4;REMANEJAMENTO - BL E VOIP
18/06/2021;PI;PARNAIBA;1;REMANEJAMENTO - BL E VOIP
18/06/2021;PR;PINHAIS;1;REMANEJAMENTO - BL E VOIP
18/06/2021;PR;PONTA GROSSA;2;REMANEJAMENTO - BL E VOIP
18/06/2021;PR;SAO JOSE DOS PINHAIS;2;REMANEJAMENTO - BL E VOIP E IPTV
18/06/2021;RJ;CAMPOS DOS GOYTACAZES;1;REMANEJAMENTO - BL E VOIP
18/06/2021;RJ;NILOPOLIS;1;REMANEJAMENTO - VOIP
18/06/2021;RO;PORTO VELHO;12;REMANEJAMENTO - BL E VOIP
18/06/2021;RS;ALVORADA;3;REMANEJAMENTO - BL E VOIP
18/06/2021;RS;CAXIAS DO SUL;2;REMANEJAMENTO - BL
18/06/2021;RS;PORTO ALEGRE;3;REMANEJAMENTO - BL
18/06/2021;RS;SAO LEOPOLDO;3;REMANEJAMENTO - BL E VOIP
18/06/2021;SC;JOINVILLE;2;REMANEJAMENTO - BL E VOIP
18/08/2021;AC;RIO BRANCO;1;REMANEJAMENTO - BL
18/08/2021;AP;MACAPA;4;REMANEJAMENTO - BL E VOIP
18/08/2021;BA;BARREIRAS;1;REMANEJAMENTO - BL
20/04/2021;PE;OLINDA;4;REMANEJAMENTO - BL E VOIP
20/04/2021;PE;OLINDA;1;REMANEJAMENTO - IPTV
20/04/2021;PE;RECIFE;1;REMANEJAMENTO - BL
20/04/2021;PE;RECIFE;1;REMANEJAMENTO - BL E VOIP E IPTV
20/04/2021;PR;CASCAVEL;1;REMANEJAMENTO - BL E VOIP
20/04/2021;PR;COLOMBO;5;REMANEJAMENTO - BL E VOIP
20/04/2021;PR;MARINGA;5;REMANEJAMENTO - BL E VOIP
20/04/2021;PR;SAO JOSE DOS PINHAIS;1;REMANEJAMENTO - VOIP
20/04/2021;RJ;NILOPOLIS;3;REMANEJAMENTO - BL E VOIP
20/04/2021;RJ;RIO DE JANEIRO;3;REMANEJAMENTO - VOIP
20/04/2021;RR;BOA VISTA;1;REMANEJAMENTO - VOIP
20/04/2021;RS;PELOTAS;2;REMANEJAMENTO - BL E VOIP
20/04/2021;RS;SANTA MARIA;3;REMANEJAMENTO - BL E VOIP
20/04/2021;SC;CRICIUMA;1;REMANEJAMENTO - VOIP
20/04/2021;SC;LAGES;1;REMANEJAMENTO - BL
20/05/2021;AM;MANAUS;1;REMANEJAMENTO - BL
20/05/2021;BA;VITORIA DA CONQUISTA;2;REMANEJAMENTO - BL E VOIP
20/05/2021;CE;FORTALEZA;14;REMANEJAMENTO - BL E VOIP
20/05/2021;DF;BRASILIA;13;REMANEJAMENTO - BL E VOIP
20/05/2021;GO;APARECIDA DE GOIANIA;1;REMANEJAMENTO - BL E IPTV
20/05/2021;GO;RIO VERDE;1;REMANEJAMENTO - BL E VOIP
20/05/2021;MG;ARAGUARI;1;REMANEJAMENTO - BL
20/05/2021;MG;BELO HORIZONTE;3;REMANEJAMENTO - BL
20/05/2021;MG;MONTES CLAROS;2;REMANEJAMENTO - BL
20/05/2021;MG;SETE LAGOAS;3;REMANEJAMENTO - BL E VOIP
20/05/2021;PB;JOAO PESSOA;1;REMANEJAMENTO - VOIP
20/05/2021;PE;CARUARU;1;REMANEJAMENTO - BL
20/05/2021;PE;OLINDA;3;REMANEJAMENTO - BL E VOIP
20/05/2021;PI;TERESINA;1;REMANEJAMENTO - BL E VOIP
20/05/2021;PR;COLOMBO;1;REMANEJAMENTO - BL
20/05/2021;PR;MARINGA;1;REMANEJAMENTO - BL
20/05/2021;PR;PONTA GROSSA;1;REMANEJAMENTO - BL
20/05/2021;RJ;RIO DE JANEIRO;2;REMANEJAMENTO - VOIP
20/05/2021;RO;PORTO VELHO;5;REMANEJAMENTO - BL
20/05/2021;RO;VILHENA;1;REMANEJAMENTO - BL E VOIP
20/05/2021;RS;SANTA MARIA;2;REMANEJAMENTO - BL E VOIP
20/05/2021;SC;BLUMENAU;3;REMANEJAMENTO - BL E VOIP
20/05/2021;SC;ITAJAI;2;REMANEJAMENTO - BL E VOIP
20/05/2021;SC;JOINVILLE;1;REMANEJAMENTO - VOIP
20/06/2021;DF;BRASILIA;1;REMANEJAMENTO - BL E VOIP E IPTV
20/07/2021;BA;BARREIRAS;1;REMANEJAMENTO - BL
20/07/2021;ES;SERRA;2;REMANEJAMENTO - BL
20/07/2021;GO;GOIANIA;9;REMANEJAMENTO - BL E VOIP
20/07/2021;MT;RONDONOPOLIS;3;REMANEJAMENTO - BL
20/07/2021;PR;CASCAVEL;1;REMANEJAMENTO - BL E VOIP
20/07/2021;PR;CURITIBA;2;REMANEJAMENTO - BL
20/07/2021;RJ;ANGRA DOS REIS;1;REMANEJAMENTO - BL
20/07/2021;RJ;BARRA MANSA;1;REMANEJAMENTO - BL E VOIP
20/07/2021;RJ;CABO FRIO;5;REMANEJAMENTO - BL E VOIP
20/07/2021;RS;PASSO FUNDO;2;REMANEJAMENTO - BL E VOIP
20/07/2021;RS;PELOTAS;1;REMANEJAMENTO - BL
20/07/2021;RS;PELOTAS;2;REMANEJAMENTO - BL E VOIP E IPTV
20/07/2021;RS;PORTO ALEGRE;2;REMANEJAMENTO - BL
20/07/2021;RS;VIAMAO;4;REMANEJAMENTO - BL E VOIP
20/08/2021;BA;PAULO AFONSO;2;REMANEJAMENTO - BL E VOIP
20/08/2021;BA;TEIXEIRA DE FREITAS;1;REMANEJAMENTO - BL E VOIP
20/08/2021;MA;SAO LUIS;3;REMANEJAMENTO - BL
20/08/2021;MA;SAO LUIS;1;REMANEJAMENTO - VOIP
20/08/2021;MG;SETE LAGOAS;4;REMANEJAMENTO - BL E VOIP
20/08/2021;MS;CAMPO GRANDE;2;REMANEJAMENTO - BL
20/08/2021;MS;DOURADOS;1;REMANEJAMENTO - BL
20/08/2021;PA;BELEM;8;REMANEJAMENTO - BL E VOIP
20/08/2021;PI;PARNAIBA;1;REMANEJAMENTO - BL
20/08/2021;PR;MARINGA;8;REMANEJAMENTO - BL E VOIP
20/08/2021;RJ;BELFORD ROXO;2;REMANEJAMENTO - BL
20/08/2021;RJ;NITEROI;1;REMANEJAMENTO - BL E VOIP
20/08/2021;RJ;SAO GONCALO;1;REMANEJAMENTO - BL E IPTV
20/08/2021;RS;CAXIAS DO SUL;3;REMANEJAMENTO - BL E VOIP
20/08/2021;RS;SAO LEOPOLDO;1;REMANEJAMENTO - BL
20/08/2021;SC;TUBARAO;1;REMANEJAMENTO - VOIP E IPTV
20/08/2021;TO;PALMAS;1;REMANEJAMENTO - BL
20/09/2021;AC;RIO BRANCO;3;REMANEJAMENTO - BL E VOIP
20/09/2021;BA;JACOBINA;1;REMANEJAMENTO - BL
20/09/2021;CE;JUAZEIRO DO NORTE;1;REMANEJAMENTO - BL
20/09/2021;ES;CARIACICA;2;REMANEJAMENTO - BL E VOIP
20/09/2021;GO;APARECIDA DE GOIANIA;9;REMANEJAMENTO - BL E VOIP
20/09/2021;MA;SANTA INES;1;REMANEJAMENTO - BL E VOIP
20/09/2021;RJ;BELFORD ROXO;1;REMANEJAMENTO - BL
20/09/2021;RJ;DUQUE DE CAXIAS;7;REMANEJAMENTO - BL E VOIP
20/09/2021;RJ;NITEROI;3;REMANEJAMENTO - BL E VOIP
20/09/2021;RJ;NOVA IGUACU;2;REMANEJAMENTO - BL
20/09/2021;RJ;RIO DE JANEIRO;7;REMANEJAMENTO - BL
20/09/2021;RJ;RIO DE JANEIRO;2;REMANEJAMENTO - BL E IPTV
20/09/2021;RJ;SAO GONCALO;2;REMANEJAMENTO - BL E VOIP
20/09/2021;RJ;TERESOPOLIS;2;REMANEJAMENTO - BL E VOIP
20/09/2021;SC;FLORIANOPOLIS;1;REMANEJAMENTO - BL
20/09/2021;SC;JOINVILLE;1;REMANEJAMENTO - VOIP E IPTV
20/09/2021;SP;SAO PAULO;2;REMANEJAMENTO - BL E VOIP
20/10/2021;BA;BARREIRAS;1;REMANEJAMENTO - BL
20/10/2021;BA;SALVADOR;1;REMANEJAMENTO - VOIP
20/10/2021;GO;RIO VERDE;1;REMANEJAMENTO - BL E VOIP
20/10/2021;MA;SAO LUIS;1;REMANEJAMENTO - VOIP
20/10/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - BL E VOIP E IPTV
20/10/2021;MS;MARACAJU;1;REMANEJAMENTO - BL
20/10/2021;PA;ANANINDEUA;3;REMANEJAMENTO - BL E VOIP
20/10/2021;PA;MARABA;1;REMANEJAMENTO - BL E VOIP
