ENCERRAMENTO;UF;MUNICIPIO;QTE;ATIVIDADE
09/02/2022;SC;FLORIANOPOLIS;2;REMANEJAMENTO - BL
09/02/2022;SC;ITAJAI;1;REMANEJAMENTO - BL E VOIP
09/02/2022;SC;NAVEGANTES;1;REMANEJAMENTO - BL E VOIP
09/03/2021;BA;SALVADOR;5;REMANEJAMENTO - BL E VOIP
09/03/2021;BA;TEIXEIRA DE FREITAS;1;REMANEJAMENTO - BL E VOIP
09/03/2021;ES;SERRA;1;REMANEJAMENTO - BL
09/03/2021;ES;VILA VELHA;1;REMANEJAMENTO - BL E VOIP
09/03/2021;ES;VITORIA;1;REMANEJAMENTO - BL
09/03/2021;MA;SAO LUIS;1;REMANEJAMENTO - BL
09/03/2021;PA;ANANINDEUA;1;REMANEJAMENTO - BL
09/03/2021;PA;MARABA;1;REMANEJAMENTO - BL
09/03/2021;PB;JOAO PESSOA;1;REMANEJAMENTO - BL
09/03/2021;PE;PAULISTA;1;REMANEJAMENTO - BL E VOIP
09/03/2021;PI;TERESINA;1;REMANEJAMENTO - VOIP
09/03/2021;RJ;CABO FRIO;1;REMANEJAMENTO - BL
09/03/2021;RJ;NILOPOLIS;1;REMANEJAMENTO - BL
09/03/2021;RR;BOA VISTA;2;REMANEJAMENTO - BL
09/03/2021;RS;CANOAS;4;REMANEJAMENTO - BL E VOIP
09/03/2021;SC;JOINVILLE;1;REMANEJAMENTO - BL E VOIP
09/04/2021;AC;RIO BRANCO;2;REMANEJAMENTO - BL E VOIP
09/04/2021;AL;MACEIO;1;REMANEJAMENTO - BL
09/04/2021;BA;SALVADOR;6;REMANEJAMENTO - BL E VOIP
09/04/2021;BA;SALVADOR;1;REMANEJAMENTO - VOIP
09/04/2021;CE;FORTALEZA;1;REMANEJAMENTO - VOIP
09/04/2021;DF;BRASILIA;1;REMANEJAMENTO - BL E IPTV
09/04/2021;ES;SERRA;1;REMANEJAMENTO - BL
09/04/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - BL E VOIP E IPTV
09/04/2021;MT;RONDONOPOLIS;3;REMANEJAMENTO - BL
09/04/2021;PE;CARUARU;1;REMANEJAMENTO - BL E VOIP
09/04/2021;PE;RECIFE;1;REMANEJAMENTO - IPTV
09/04/2021;PR;ALMIRANTE TAMANDARE;1;REMANEJAMENTO - BL E VOIP
09/04/2021;PR;COLOMBO;1;REMANEJAMENTO - BL E VOIP E IPTV
09/04/2021;PR;CURITIBA;12;REMANEJAMENTO - BL E VOIP
09/04/2021;PR;MARINGA;4;REMANEJAMENTO - BL E VOIP
09/04/2021;PR;SAO JOSE DOS PINHAIS;9;REMANEJAMENTO - BL E VOIP
09/04/2021;RJ;DUQUE DE CAXIAS;5;REMANEJAMENTO - BL E VOIP
09/04/2021;RJ;NILOPOLIS;1;REMANEJAMENTO - BL
09/04/2021;RJ;NITEROI;1;REMANEJAMENTO - BL E VOIP E IPTV
09/04/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - BL E IPTV
09/04/2021;RS;VIAMAO;5;REMANEJAMENTO - BL
09/06/2021;GO;APARECIDA DE GOIANIA;8;REMANEJAMENTO - BL E VOIP
09/06/2021;GO;RIO VERDE;1;REMANEJAMENTO - BL E VOIP
09/06/2021;MG;POUSO ALEGRE;3;REMANEJAMENTO - BL E VOIP
09/06/2021;PE;CARUARU;1;REMANEJAMENTO - BL E VOIP
09/06/2021;PE;OLINDA;1;REMANEJAMENTO - BL E VOIP
09/06/2021;PE;PAULISTA;1;REMANEJAMENTO - BL
09/06/2021;PI;PARNAIBA;2;REMANEJAMENTO - BL E VOIP
09/06/2021;PR;CASCAVEL;2;REMANEJAMENTO - BL E VOIP
09/06/2021;PR;CURITIBA;4;REMANEJAMENTO - BL E VOIP
09/06/2021;PR;CURITIBA;1;REMANEJAMENTO - VOIP
09/06/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - BL
09/06/2021;RJ;QUEIMADOS;1;REMANEJAMENTO - BL E VOIP
09/06/2021;RJ;RIO DE JANEIRO;11;REMANEJAMENTO - BL E VOIP
09/06/2021;RJ;RIO DE JANEIRO;2;REMANEJAMENTO - VOIP
09/06/2021;RJ;SAO GONCALO;2;REMANEJAMENTO - BL
09/06/2021;RJ;SAO JOAO DE MERITI;2;REMANEJAMENTO - BL
09/06/2021;RO;PORTO VELHO;5;REMANEJAMENTO - BL E VOIP
09/06/2021;RO;PORTO VELHO;1;REMANEJAMENTO - VOIP
09/06/2021;RS;NOVO HAMBURGO;2;REMANEJAMENTO - BL
09/06/2021;SC;CRICIUMA;1;REMANEJAMENTO - BL E VOIP
09/07/2021;BA;ITABUNA;1;REMANEJAMENTO - BL E VOIP
09/07/2021;BA;TEIXEIRA DE FREITAS;1;REMANEJAMENTO - BL E VOIP
09/07/2021;CE;FORTALEZA;13;REMANEJAMENTO - BL E VOIP
09/07/2021;GO;APARECIDA DE GOIANIA;8;REMANEJAMENTO - BL E VOIP
09/07/2021;GO;GOIANIA;1;REMANEJAMENTO - VOIP
09/07/2021;MG;BETIM;1;REMANEJAMENTO - BL E VOIP
09/07/2021;MG;BETIM;1;REMANEJAMENTO - VOIP
09/07/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - VOIP
09/07/2021;MG;LEOPOLDINA;1;REMANEJAMENTO - BL E VOIP
11/01/2021;MG;GOVERNADOR VALADARES;2;REMANEJAMENTO - BL E VOIP
11/01/2021;MG;PATROCINIO;1;REMANEJAMENTO - BL E VOIP
11/01/2021;PA;BELEM;1;REMANEJAMENTO - BL E VOIP E IPTV
11/01/2021;PI;TERESINA;1;REMANEJAMENTO - BL
11/01/2021;PR;ALMIRANTE TAMANDARE;1;REMANEJAMENTO - BL
11/01/2021;RJ;CABO FRIO;3;REMANEJAMENTO - BL
11/01/2021;RJ;DUQUE DE CAXIAS;5;REMANEJAMENTO - BL E VOIP
11/01/2021;RJ;DUQUE DE CAXIAS;1;REMANEJAMENTO - IPTV
11/01/2021;RJ;NILOPOLIS;6;REMANEJAMENTO - BL E VOIP
11/01/2021;RJ;QUEIMADOS;2;REMANEJAMENTO - BL E VOIP
11/01/2021;RO;JI-PARANA;1;REMANEJAMENTO - BL
11/01/2021;RS;CANOAS;1;REMANEJAMENTO - BL E VOIP
11/01/2021;RS;PELOTAS;2;REMANEJAMENTO - BL E VOIP
11/01/2021;SC;FLORIANOPOLIS;1;REMANEJAMENTO - BL
11/01/2022;BA;ITABUNA;2;REMANEJAMENTO - BL E VOIP
11/01/2022;BA;SALVADOR;4;REMANEJAMENTO - BL E VOIP
11/01/2022;BA;TEIXEIRA DE FREITAS;1;REMANEJAMENTO - BL
11/01/2022;DF;BRASILIA;10;REMANEJAMENTO - BL E VOIP
11/01/2022;GO;RIO VERDE;1;REMANEJAMENTO - BL
11/01/2022;MA;SAO LUIS;7;REMANEJAMENTO - BL E VOIP
11/01/2022;MG;BELO HORIZONTE;4;REMANEJAMENTO - BL
11/01/2022;MG;GOVERNADOR VALADARES;1;REMANEJAMENTO - BL
11/01/2022;MG;NOVA LIMA;1;REMANEJAMENTO - BL E VOIP E IPTV
11/01/2022;PI;TERESINA;2;REMANEJAMENTO - BL E VOIP
11/01/2022;PR;COLOMBO;3;REMANEJAMENTO - BL
11/01/2022;PR;CURITIBA;1;REMANEJAMENTO - VOIP
11/01/2022;PR;PINHAIS;1;REMANEJAMENTO - BL E VOIP
11/01/2022;PR;RIBEIRAO DO PINHAL;1;REMANEJAMENTO - BL
11/01/2022;PR;SAO JOSE DOS PINHAIS;2;REMANEJAMENTO - BL E VOIP
11/01/2022;RJ;ARMACAO DOS BUZIOS;4;REMANEJAMENTO - BL E VOIP
11/01/2022;RJ;DUQUE DE CAXIAS;1;REMANEJAMENTO - BL
11/01/2022;RO;VILHENA;1;REMANEJAMENTO - BL E VOIP
11/01/2022;RR;BOA VISTA;2;REMANEJAMENTO - BL E VOIP
11/01/2022;RS;CANOAS;1;REMANEJAMENTO - BL
11/01/2022;SC;BLUMENAU;2;REMANEJAMENTO - BL E VOIP
11/01/2022;SC;TUBARAO;1;REMANEJAMENTO - BL E VOIP
11/02/2021;DF;BRASILIA;1;REMANEJAMENTO - VOIP
11/02/2021;GO;GOIANIA;4;REMANEJAMENTO - BL
11/02/2021;MG;POCOS DE CALDAS;1;REMANEJAMENTO - BL E VOIP
11/02/2021;PR;PONTA GROSSA;1;REMANEJAMENTO - BL E VOIP
11/02/2021;PR;PONTA GROSSA;1;REMANEJAMENTO - IPTV
11/02/2021;RJ;CABO FRIO;2;REMANEJAMENTO - BL
11/02/2021;RJ;CABO FRIO;1;REMANEJAMENTO - BL E VOIP E IPTV
11/02/2021;RJ;DUQUE DE CAXIAS;2;REMANEJAMENTO - VOIP
11/02/2021;RJ;NILOPOLIS;1;REMANEJAMENTO - VOIP
11/02/2021;RJ;NOVA IGUACU;1;REMANEJAMENTO - BL E VOIP
11/02/2021;RJ;PETROPOLIS;4;REMANEJAMENTO - BL E VOIP
11/02/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - IPTV
11/02/2021;RJ;SAO JOAO DE MERITI;11;REMANEJAMENTO - BL E VOIP
11/02/2021;RJ;VOLTA REDONDA;3;REMANEJAMENTO - BL E VOIP
11/02/2021;RO;PORTO VELHO;4;REMANEJAMENTO - BL E VOIP
11/02/2021;RS;SANTO ANGELO;1;REMANEJAMENTO - BL
11/02/2021;RS;VIAMAO;2;REMANEJAMENTO - BL
11/02/2021;SC;RIO DO SUL;2;REMANEJAMENTO - BL E VOIP
11/02/2022;AL;MACEIO;1;REMANEJAMENTO - BL E VOIP
11/02/2022;AM;MANAUS;1;REMANEJAMENTO - VOIP
11/02/2022;AP;MACAPA;3;REMANEJAMENTO - BL E VOIP
11/02/2022;BA;SALVADOR;8;REMANEJAMENTO - BL E VOIP
11/02/2022;BA;VITORIA DA CONQUISTA;1;REMANEJAMENTO - BL E VOIP
11/02/2022;GO;ANAPOLIS;1;REMANEJAMENTO - BL
11/02/2022;GO;APARECIDA DE GOIANIA;6;REMANEJAMENTO - BL E VOIP
11/02/2022;MG;DIVINOPOLIS;1;REMANEJAMENTO - BL
11/02/2022;MG;NOVA LIMA;1;REMANEJAMENTO - IPTV
11/02/2022;PA;BELEM;3;REMANEJAMENTO - BL
11/02/2022;PE;CARUARU;1;REMANEJAMENTO - BL
11/02/2022;PR;ALMIRANTE TAMANDARE;1;REMANEJAMENTO - BL E VOIP
11/02/2022;PR;CURITIBA;4;REMANEJAMENTO - BL
11/02/2022;PR;CURITIBA;2;REMANEJAMENTO - VOIP
11/02/2022;PR;FOZ DO IGUACU;1;REMANEJAMENTO - BL
11/02/2022;PR;PINHAIS;1;REMANEJAMENTO - BL E VOIP
11/02/2022;PR;SAO JOSE DOS PINHAIS;1;REMANEJAMENTO - BL E VOIP
11/02/2022;RJ;PETROPOLIS;4;REMANEJAMENTO - BL
11/02/2022;RJ;SAO JOAO DE MERITI;5;REMANEJAMENTO - BL
11/02/2022;RJ;SAO PEDRO DA ALDEIA;1;REMANEJAMENTO - BL E VOIP
11/02/2022;RJ;VOLTA REDONDA;2;REMANEJAMENTO - BL
11/02/2022;RS;SANTO ANGELO;1;REMANEJAMENTO - BL E VOIP
11/03/2021;AL;MACEIO;2;REMANEJAMENTO - BL E VOIP
11/03/2021;AM;MANAUS;1;REMANEJAMENTO - VOIP
11/03/2021;MG;BELO HORIZONTE;2;REMANEJAMENTO - BL
11/03/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - VOIP
11/03/2021;PE;CARUARU;1;REMANEJAMENTO - BL
11/03/2021;PE;RECIFE;1;REMANEJAMENTO - BL
11/03/2021;PI;TERESINA;3;REMANEJAMENTO - BL E VOIP
11/03/2021;PR;COLOMBO;1;REMANEJAMENTO - VOIP
11/03/2021;PR;LONDRINA;1;REMANEJAMENTO - BL E VOIP
11/03/2021;PR;MARINGA;2;REMANEJAMENTO - BL
11/03/2021;RJ;BELFORD ROXO;3;REMANEJAMENTO - BL E VOIP
11/03/2021;RJ;CABO FRIO;4;REMANEJAMENTO - BL E VOIP
11/03/2021;RJ;ITAGUAI;1;REMANEJAMENTO - BL
11/03/2021;RJ;NITEROI;2;REMANEJAMENTO - BL E VOIP E IPTV
11/03/2021;RJ;NOVA IGUACU;1;REMANEJAMENTO - VOIP
11/03/2021;RJ;QUEIMADOS;1;REMANEJAMENTO - VOIP
11/03/2021;RJ;RIO DE JANEIRO;12;REMANEJAMENTO - BL E VOIP
11/03/2021;RS;PELOTAS;1;REMANEJAMENTO - BL
11/03/2021;SC;FLORIANOPOLIS;1;REMANEJAMENTO - BL E VOIP
11/05/2021;BA;ITABUNA;1;REMANEJAMENTO - BL
11/02/2022;SC;BRUSQUE;3;REMANEJAMENTO - BL E VOIP
11/02/2022;SC;ITAJAI;2;REMANEJAMENTO - BL
11/02/2022;SC;JOINVILLE;1;REMANEJAMENTO - BL
11/02/2022;SE;ARACAJU;1;REMANEJAMENTO - BL
11/03/2021;BA;BARREIRAS;1;REMANEJAMENTO - BL
11/03/2021;BA;LAURO DE FREITAS;1;REMANEJAMENTO - BL E VOIP
11/03/2021;CE;FORTALEZA;2;REMANEJAMENTO - BL
11/03/2021;GO;MORRINHOS;1;REMANEJAMENTO - BL E VOIP
11/03/2021;MA;SANTA INES;1;REMANEJAMENTO - BL E VOIP
11/03/2021;MG;VARGINHA;1;REMANEJAMENTO - BL E VOIP
11/03/2021;MT;SINOP;1;REMANEJAMENTO - BL E VOIP
11/03/2021;PA;ANANINDEUA;1;REMANEJAMENTO - BL
11/03/2021;PI;TERESINA;1;REMANEJAMENTO - VOIP
11/03/2021;PR;CURITIBA;1;REMANEJAMENTO - BL
11/03/2021;RJ;ANGRA DOS REIS;2;REMANEJAMENTO - BL E VOIP
11/03/2021;RJ;QUEIMADOS;1;REMANEJAMENTO - BL E VOIP E IPTV
11/03/2021;RJ;RIO DE JANEIRO;10;REMANEJAMENTO - BL
11/03/2021;RR;BOA VISTA;3;REMANEJAMENTO - BL
11/03/2021;RS;NOVO HAMBURGO;1;REMANEJAMENTO - BL E VOIP
11/03/2021;RS;SANTA CRUZ DO SUL;1;REMANEJAMENTO - BL E VOIP
11/03/2021;RS;SANTA MARIA;1;REMANEJAMENTO - BL
11/03/2021;RS;VIAMAO;5;REMANEJAMENTO - BL E VOIP
11/03/2021;SC;BLUMENAU;1;REMANEJAMENTO - BL
11/03/2021;SC;BRUSQUE;3;REMANEJAMENTO - BL
11/03/2021;SC;LAGES;2;REMANEJAMENTO - BL E VOIP
11/05/2021;AL;MACEIO;1;REMANEJAMENTO - BL E VOIP
11/05/2021;AM;MANAUS;3;REMANEJAMENTO - BL E VOIP
11/05/2021;ES;VITORIA;1;REMANEJAMENTO - BL E VOIP
11/05/2021;GO;APARECIDA DE GOIANIA;3;REMANEJAMENTO - BL
11/05/2021;MG;BELO HORIZONTE;10;REMANEJAMENTO - BL E VOIP
11/05/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - VOIP
11/05/2021;MG;JUIZ DE FORA;3;REMANEJAMENTO - BL
11/05/2021;PB;CAMPINA GRANDE;1;REMANEJAMENTO - BL
11/05/2021;PE;OLINDA;2;REMANEJAMENTO - BL E VOIP
11/05/2021;PR;COLOMBO;8;REMANEJAMENTO - BL E VOIP
11/05/2021;PR;COLOMBO;1;REMANEJAMENTO - VOIP
11/05/2021;PR;MARINGA;1;REMANEJAMENTO - BL
11/05/2021;PR;SAO JOSE DOS PINHAIS;2;REMANEJAMENTO - BL
11/05/2021;RJ;CAMPOS DOS GOYTACAZES;1;REMANEJAMENTO - BL
11/05/2021;RJ;MESQUITA;1;REMANEJAMENTO - BL E VOIP
11/05/2021;RJ;RIO DE JANEIRO;20;REMANEJAMENTO - BL E VOIP
11/05/2021;RR;BOA VISTA;3;REMANEJAMENTO - BL E VOIP
11/05/2021;RS;SANTO ANGELO;1;REMANEJAMENTO - BL E VOIP E IPTV
11/06/2021;AM;MANAUS;5;REMANEJAMENTO - BL E VOIP
11/06/2021;BA;SALVADOR;4;REMANEJAMENTO - BL
11/06/2021;BA;VITORIA DA CONQUISTA;1;REMANEJAMENTO - BL E VOIP
11/06/2021;ES;SERRA;2;REMANEJAMENTO - BL E VOIP
11/06/2021;GO;APARECIDA DE GOIANIA;2;REMANEJAMENTO - BL
11/06/2021;MG;BELO HORIZONTE;8;REMANEJAMENTO - BL E VOIP
11/06/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - IPTV
11/06/2021;MG;DIVINOPOLIS;1;REMANEJAMENTO - BL E VOIP
11/06/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - BL
11/06/2021;MG;MONTES CLAROS;2;REMANEJAMENTO - BL E VOIP
11/06/2021;MG;VARGINHA;2;REMANEJAMENTO - BL E VOIP
11/06/2021;PE;CARUARU;1;REMANEJAMENTO - BL
11/06/2021;PE;PETROLINA;1;REMANEJAMENTO - BL E VOIP
11/06/2021;PR;COLOMBO;8;REMANEJAMENTO - BL E VOIP
11/06/2021;PR;MARINGA;1;REMANEJAMENTO - BL
11/06/2021;PR;SAO JOSE DOS PINHAIS;3;REMANEJAMENTO - BL
11/06/2021;RJ;ARMACAO DOS BUZIOS;1;REMANEJAMENTO - BL E VOIP E IPTV
11/06/2021;RJ;CAMPOS DOS GOYTACAZES;2;REMANEJAMENTO - BL
11/06/2021;RJ;ITAGUAI;1;REMANEJAMENTO - BL E VOIP
11/08/2021;BA;TEIXEIRA DE FREITAS;1;REMANEJAMENTO - BL E VOIP
11/08/2021;BA;VITORIA DA CONQUISTA;1;REMANEJAMENTO - BL E VOIP
11/08/2021;CE;JUAZEIRO DO NORTE;1;REMANEJAMENTO - VOIP
11/08/2021;MG;GOVERNADOR VALADARES;2;REMANEJAMENTO - BL E VOIP
11/08/2021;MG;MONTES CLAROS;1;REMANEJAMENTO - BL E VOIP
11/08/2021;MG;SETE LAGOAS;8;REMANEJAMENTO - BL E VOIP
11/08/2021;PR;PINHAIS;1;REMANEJAMENTO - VOIP
11/08/2021;PR;PONTA GROSSA;1;REMANEJAMENTO - BL
11/08/2021;RJ;ARMACAO DOS BUZIOS;1;REMANEJAMENTO - BL E VOIP E IPTV
11/08/2021;RJ;CAMPOS DOS GOYTACAZES;2;REMANEJAMENTO - BL E VOIP
11/08/2021;RJ;DUQUE DE CAXIAS;3;REMANEJAMENTO - BL E VOIP
11/08/2021;RJ;TERESOPOLIS;1;REMANEJAMENTO - BL E VOIP
11/08/2021;RO;PORTO VELHO;1;REMANEJAMENTO - BL
11/08/2021;RS;ALVORADA;1;REMANEJAMENTO - BL E VOIP
11/08/2021;RS;ALVORADA;1;REMANEJAMENTO - VOIP
11/08/2021;RS;SAO LEOPOLDO;3;REMANEJAMENTO - BL
11/08/2021;SC;ITAJAI;2;REMANEJAMENTO - BL E VOIP
11/08/2021;SC;JOINVILLE;2;REMANEJAMENTO - BL E VOIP
11/09/2021;AC;RIO BRANCO;1;REMANEJAMENTO - BL E VOIP
11/09/2021;AM;MANAUS;1;REMANEJAMENTO - BL
11/09/2021;ES;SERRA;1;REMANEJAMENTO - BL
11/09/2021;MG;BELO HORIZONTE;3;REMANEJAMENTO - BL
11/09/2021;MS;CAMPO GRANDE;1;REMANEJAMENTO - VOIP E IPTV
11/09/2021;PI;TERESINA;1;REMANEJAMENTO - BL E VOIP
11/09/2021;RJ;BARRA MANSA;1;REMANEJAMENTO - BL E VOIP
11/09/2021;RJ;BELFORD ROXO;1;REMANEJAMENTO - BL E VOIP
11/09/2021;RJ;NILOPOLIS;1;REMANEJAMENTO - BL E VOIP E IPTV
11/09/2021;RJ;NOVA IGUACU;5;REMANEJAMENTO - BL E VOIP
11/09/2021;RO;PORTO VELHO;1;REMANEJAMENTO - BL E VOIP E IPTV
11/09/2021;RO;VILHENA;1;REMANEJAMENTO - BL E VOIP
11/09/2021;RS;CANOAS;4;REMANEJAMENTO - BL E VOIP
11/09/2021;RS;PELOTAS;1;REMANEJAMENTO - BL
11/10/2021;AC;RIO BRANCO;1;REMANEJAMENTO - BL
09/09/2021;RJ;ARMACAO DOS BUZIOS;1;REMANEJAMENTO - BL E VOIP
09/09/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - BL
09/09/2021;RN;NATAL;1;REMANEJAMENTO - BL E VOIP
09/09/2021;RO;PORTO VELHO;2;REMANEJAMENTO - BL
09/09/2021;RR;BOA VISTA;2;REMANEJAMENTO - BL E VOIP
09/09/2021;SC;BLUMENAU;2;REMANEJAMENTO - BL E VOIP
09/09/2021;SC;BRUSQUE;1;REMANEJAMENTO - BL E VOIP
09/09/2021;SC;ITAJAI;1;REMANEJAMENTO - BL E VOIP
09/09/2021;TO;PALMAS;1;REMANEJAMENTO - BL E VOIP
09/10/2021;BA;TEIXEIRA DE FREITAS;1;REMANEJAMENTO - BL E VOIP
09/10/2021;MG;CONTAGEM;1;REMANEJAMENTO - VOIP
09/10/2021;MG;SETE LAGOAS;4;REMANEJAMENTO - BL E VOIP
09/10/2021;MS;CAMPO GRANDE;2;REMANEJAMENTO - BL
09/10/2021;RJ;BELFORD ROXO;1;REMANEJAMENTO - BL
09/10/2021;RJ;DUQUE DE CAXIAS;3;REMANEJAMENTO - BL E VOIP
09/10/2021;RJ;NITEROI;3;REMANEJAMENTO - BL E VOIP
09/10/2021;RS;CAXIAS DO SUL;1;REMANEJAMENTO - BL E VOIP
09/10/2021;RS;CAXIAS DO SUL;1;REMANEJAMENTO - IPTV
09/10/2021;SE;ARACAJU;1;REMANEJAMENTO - VOIP
09/11/2021;AL;MACEIO;1;REMANEJAMENTO - BL E VOIP
09/11/2021;BA;PORTO SEGURO;1;REMANEJAMENTO - BL
09/11/2021;BA;SALVADOR;9;REMANEJAMENTO - BL E VOIP
09/11/2021;GO;APARECIDA DE GOIANIA;4;REMANEJAMENTO - BL E VOIP
09/11/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - BL E VOIP E IPTV
09/11/2021;MG;POUSO ALEGRE;2;REMANEJAMENTO - BL
09/11/2021;MG;POUSO ALEGRE;1;REMANEJAMENTO - VOIP
09/11/2021;PA;ANANINDEUA;1;REMANEJAMENTO - BL E VOIP
09/11/2021;PA;BELEM;4;REMANEJAMENTO - BL
09/11/2021;PE;RECIFE;1;REMANEJAMENTO - BL
09/11/2021;PI;PARNAIBA;1;REMANEJAMENTO - VOIP
09/11/2021;PR;ALMIRANTE TAMANDARE;2;REMANEJAMENTO - BL E VOIP
09/11/2021;PR;CURITIBA;6;REMANEJAMENTO - BL
09/11/2021;PR;CURITIBA;3;REMANEJAMENTO - VOIP
09/11/2021;PR;SAO JOSE DOS PINHAIS;1;REMANEJAMENTO - BL E VOIP
09/11/2021;PR;SAO JOSE DOS PINHAIS;1;REMANEJAMENTO - IPTV
09/11/2021;RJ;NOVA FRIBURGO;1;REMANEJAMENTO - BL
09/11/2021;RJ;PETROPOLIS;5;REMANEJAMENTO - BL
09/11/2021;RJ;SAO JOAO DE MERITI;3;REMANEJAMENTO - BL
09/11/2021;RO;JI-PARANA;1;REMANEJAMENTO - BL E VOIP
09/11/2021;RS;CARAZINHO;2;REMANEJAMENTO - BL
09/11/2021;SC;TUBARAO;1;REMANEJAMENTO - BL
09/12/2021;AC;RIO BRANCO;1;REMANEJAMENTO - BL E VOIP
09/12/2021;AL;MACEIO;1;REMANEJAMENTO - BL
09/12/2021;AM;MANAUS;1;REMANEJAMENTO - IPTV
09/12/2021;MG;BELO HORIZONTE;13;REMANEJAMENTO - BL E VOIP
09/12/2021;MG;BETIM;2;REMANEJAMENTO - BL E VOIP
09/12/2021;PE;OLINDA;3;REMANEJAMENTO - BL E VOIP
09/12/2021;PI;TERESINA;1;REMANEJAMENTO - VOIP
09/12/2021;PR;CASCAVEL;4;REMANEJAMENTO - BL E VOIP
09/12/2021;PR;COLOMBO;2;REMANEJAMENTO - BL E VOIP
09/12/2021;PR;SAO JOSE DOS PINHAIS;1;REMANEJAMENTO - BL
09/12/2021;RJ;CABO FRIO;3;REMANEJAMENTO - BL
09/12/2021;RJ;CAMPOS DOS GOYTACAZES;1;REMANEJAMENTO - BL
09/12/2021;RJ;MESQUITA;1;REMANEJAMENTO - BL E VOIP
09/12/2021;RJ;NILOPOLIS;2;REMANEJAMENTO - BL E VOIP
09/12/2021;RJ;RIO DE JANEIRO;4;REMANEJAMENTO - BL
09/12/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - VOIP
09/12/2021;RR;BOA VISTA;1;REMANEJAMENTO - BL
09/12/2021;RS;ALVORADA;1;REMANEJAMENTO - BL
09/12/2021;RS;CANOAS;1;REMANEJAMENTO - BL E VOIP E IPTV
09/12/2021;RS;PELOTAS;2;REMANEJAMENTO - BL E VOIP
09/12/2021;RS;SANTA CRUZ DO SUL;1;REMANEJAMENTO - BL E VOIP
09/12/2021;RS;SANTA MARIA;2;REMANEJAMENTO - BL E VOIP
09/12/2021;SC;LAGES;1;REMANEJAMENTO - BL
10/01/2021;MG;SETE LAGOAS;1;REMANEJAMENTO - BL E VOIP
10/01/2022;BA;JEQUIE;1;REMANEJAMENTO - VOIP
10/01/2022;ES;CARIACICA;1;REMANEJAMENTO - BL
10/01/2022;GO;APARECIDA DE GOIANIA;6;REMANEJAMENTO - BL E VOIP
10/01/2022;MA;IMPERATRIZ;1;REMANEJAMENTO - VOIP
10/01/2022;MA;SAO LUIS;3;REMANEJAMENTO - BL E VOIP
10/01/2022;MG;JUIZ DE FORA;2;REMANEJAMENTO - BL E VOIP
10/01/2022;MS;CAMPO GRANDE;4;REMANEJAMENTO - BL E VOIP
10/01/2022;MS;DOURADOS;1;REMANEJAMENTO - BL E VOIP
10/01/2022;MT;VARZEA GRANDE;1;REMANEJAMENTO - BL E VOIP
10/01/2022;PA;BELEM;1;REMANEJAMENTO - BL
10/01/2022;PR;ALMIRANTE TAMANDARE;3;REMANEJAMENTO - BL E VOIP
10/01/2022;PR;FOZ DO IGUACU;1;REMANEJAMENTO - BL
10/01/2022;PR;PINHAIS;2;REMANEJAMENTO - BL E VOIP
10/01/2022;RJ;CAMPOS DOS GOYTACAZES;1;REMANEJAMENTO - BL E VOIP
10/01/2022;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - BL E IPTV
10/01/2022;RJ;SAO GONCALO;1;REMANEJAMENTO - BL E VOIP
10/01/2022;RS;CANOAS;3;REMANEJAMENTO - BL
10/01/2022;RS;CAXIAS DO SUL;3;REMANEJAMENTO - BL
10/01/2022;RS;GRAVATAI;1;REMANEJAMENTO - BL E VOIP
10/01/2022;RS;PORTO ALEGRE;2;REMANEJAMENTO - VOIP
10/01/2022;RS;SAO LEOPOLDO;3;REMANEJAMENTO - BL E VOIP
10/01/2022;SC;RIO DO SUL;2;REMANEJAMENTO - BL
10/01/2022;SE;ARACAJU;2;REMANEJAMENTO - BL E VOIP
10/02/2021;AL;MACEIO;2;REMANEJAMENTO - BL E VOIP
10/02/2021;AM;MANAUS;1;REMANEJAMENTO - VOIP
10/02/2021;BA;ITABUNA;1;REMANEJAMENTO - BL E VOIP
10/02/2021;BA;SALVADOR;14;REMANEJAMENTO - BL E VOIP
10/02/2021;GO;APARECIDA DE GOIANIA;9;REMANEJAMENTO - BL E VOIP
10/02/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - VOIP E IPTV
10/02/2021;MG;CONTAGEM;1;REMANEJAMENTO - BL E VOIP
10/02/2021;MG;POCOS DE CALDAS;1;REMANEJAMENTO - BL
10/11/2021;BA;JUAZEIRO;1;REMANEJAMENTO - BL E VOIP
10/11/2021;BA;SALVADOR;2;REMANEJAMENTO - BL
10/11/2021;DF;BRASILIA;6;REMANEJAMENTO - BL
10/11/2021;ES;VILA VELHA;1;REMANEJAMENTO - BL
